Date,Open,High,Low,Close,Volume,Adj Close
1/30/2015,118.400002,120,116.849998,117.160004,83745500,115.197234
2/2/2015,118.050003,119.169998,116.080002,118.629997,62739100,116.642601
2/3/2015,118.5,119.089996,117.610001,118.650002,51915700,116.66227
2/4/2015,118.5,120.510002,118.309998,119.559998,70149700,117.557021
2/5/2015,120.019997,120.230003,119.25,119.940002,42246200,118.39608
2/6/2015,120.019997,120.25,118.449997,118.93,43706600,117.399079
2/9/2015,118.550003,119.839996,118.43,119.720001,38889800,118.178911
2/10/2015,120.169998,122.150002,120.160004,122.019997,62008500,120.449299
2/11/2015,122.769997,124.919998,122.5,124.879997,73561800,123.272485
2/12/2015,126.059998,127.480003,125.57,126.459999,74474500,124.832148
2/13/2015,127.279999,127.279999,125.650002,127.080002,54272200,125.44417
2/17/2015,127.489998,128.880005,126.919998,127.830002,63152400,126.184516
2/18/2015,127.629997,128.779999,127.449997,128.720001,44891700,127.063058
2/19/2015,128.479996,129.029999,128.330002,128.449997,37362400,126.79653
2/20/2015,128.619995,129.5,128.050003,129.5,48948400,127.833017
2/23/2015,130.020004,133,129.660004,133,70974100,131.287963
2/24/2015,132.940002,133.600006,131.169998,132.169998,69228100,130.468645
2/25/2015,131.559998,131.600006,128.149994,128.789993,74711700,127.13215
2/26/2015,128.789993,130.869995,126.610001,130.419998,91287500,128.741172
2/27/2015,130,130.570007,128.240005,128.460007,62014800,126.806411
3/2/2015,129.25,130.279999,128.300003,129.089996,48096700,127.428291
3/3/2015,128.960007,129.520004,128.089996,129.360001,37816300,127.694819
3/4/2015,129.100006,129.559998,128.320007,128.539993,31666300,126.885368
3/5/2015,128.580002,128.75,125.760002,126.410004,56517100,124.782796
3/6/2015,128.399994,129.369995,126.260002,126.599998,72842100,124.970345
3/9/2015,127.959999,129.570007,125.059998,127.139999,88528500,125.503395
3/10/2015,126.410004,127.220001,123.800003,124.510002,68856600,122.907252
3/11/2015,124.75,124.769997,122.110001,122.239998,68939000,120.666469
3/12/2015,122.309998,124.900002,121.629997,124.449997,48362700,122.84802
3/13/2015,124.400002,125.400002,122.580002,123.589996,51827300,121.999089
3/16/2015,123.879997,124.949997,122.870003,124.949997,35874300,123.341583
3/17/2015,125.900002,127.32,125.650002,127.040001,51023100,125.404684
3/18/2015,127,129.160004,126.370003,128.470001,65270900,126.816277
3/19/2015,128.75,129.25,127.400002,127.5,45809500,125.858762
3/20/2015,128.25,128.399994,125.160004,125.900002,68695100,124.279359
3/23/2015,127.120003,127.849998,126.519997,127.209999,37709700,125.572494
3/24/2015,127.230003,128.039993,126.559998,126.690002,32842300,125.059191
3/25/2015,126.540001,126.82,123.379997,123.379997,51655200,121.791793
3/26/2015,122.760002,124.879997,122.599998,124.239998,47572900,122.640724
3/27/2015,124.57,124.699997,122.910004,123.25,39546200,121.66347
3/30/2015,124.050003,126.400002,124,126.370003,47099700,124.74331
3/31/2015,126.089996,126.489998,124.360001,124.43,42090600,122.82828
4/1/2015,124.82,125.120003,123.099998,124.25,40621400,122.650597
4/2/2015,125.029999,125.559998,124.190002,125.32,32220100,123.706823
4/6/2015,124.470001,127.510002,124.330002,127.349998,37194000,125.710691
4/7/2015,127.639999,128.119995,125.980003,126.010002,35012300,124.387944
4/8/2015,125.849998,126.400002,124.970001,125.599998,37329200,123.983218
4/9/2015,125.849998,126.580002,124.660004,126.559998,32484000,124.930859
4/10/2015,125.949997,127.209999,125.260002,127.099998,40188000,125.463909
4/13/2015,128.369995,128.570007,126.610001,126.849998,36365100,125.217127
4/14/2015,127,127.290001,125.910004,126.300003,25524600,124.674212
4/15/2015,126.410004,127.129997,126.010002,126.779999,28970400,125.148029
4/16/2015,126.279999,127.099998,126.110001,126.169998,28369000,124.54588
4/17/2015,125.550003,126.139999,124.459999,124.75,51957000,123.144161
4/20/2015,125.57,128.119995,125.169998,127.599998,47054300,125.957473
4/21/2015,128.100006,128.199997,126.669998,126.910004,32435100,125.27636
4/22/2015,126.989998,128.869995,126.32,128.619995,37654500,126.96434
4/23/2015,128.300003,130.419998,128.139999,129.669998,45770900,128.000827
4/24/2015,130.490005,130.630005,129.229996,130.279999,44525900,128.602975
4/27/2015,132.309998,133.130005,131.149994,132.649994,96954200,130.942462
4/28/2015,134.460007,134.539993,129.570007,130.559998,118924000,128.87937
4/29/2015,130.160004,131.589996,128.300003,128.639999,63386100,126.984086
4/30/2015,128.639999,128.639999,124.580002,125.150002,83195400,123.539013
5/1/2015,126.099998,130.130005,125.300003,128.949997,58512600,127.290094
5/4/2015,129.5,130.570007,128.259995,128.699997,50988300,127.043312
5/5/2015,128.149994,128.449997,125.779999,125.800003,49271400,124.180648
5/6/2015,126.559998,126.75,123.360001,125.010002,72141000,123.400816
5/7/2015,124.769997,126.080002,124.019997,125.260002,43940900,124.164086
5/8/2015,126.68,127.620003,126.110001,127.620003,55550400,126.503439
5/11/2015,127.389999,127.559998,125.629997,126.32,42035800,125.21481
5/12/2015,125.599998,126.879997,124.82,125.870003,48160000,124.76875
5/13/2015,126.150002,127.190002,125.870003,126.010002,34694200,124.907525
5/14/2015,127.410004,128.949997,127.160004,128.949997,45203500,127.821797
5/15/2015,129.070007,129.490005,128.210007,128.770004,38208000,127.643379
5/18/2015,128.380005,130.720001,128.360001,130.190002,50882900,129.050954
5/19/2015,130.690002,130.880005,129.639999,130.070007,44633200,128.932008
5/20/2015,130,130.979996,129.339996,130.059998,36454900,128.922086
5/21/2015,130.070007,131.630005,129.830002,131.389999,39730400,130.240452
5/22/2015,131.600006,132.970001,131.399994,132.539993,45596000,131.380384
5/26/2015,132.600006,132.910004,129.119995,129.619995,70697600,128.485933
5/27/2015,130.339996,132.259995,130.050003,132.039993,45833200,130.884759
5/28/2015,131.860001,131.949997,131.100006,131.779999,30733300,130.627039
5/29/2015,131.229996,131.449997,129.899994,130.279999,50884500,129.140162
6/1/2015,130.279999,131.389999,130.050003,130.539993,32112800,129.397882
6/2/2015,129.860001,130.660004,129.320007,129.960007,33667600,128.82297
6/3/2015,130.660004,130.940002,129.899994,130.119995,30889400,128.981559
6/4/2015,129.580002,130.580002,128.910004,129.360001,38450100,128.228213
6/5/2015,129.5,129.690002,128.360001,128.649994,35626800,127.524419
6/8/2015,128.899994,129.210007,126.830002,127.800003,52674800,126.681865
6/9/2015,126.699997,128.080002,125.620003,127.419998,56075400,126.305184
6/10/2015,127.919998,129.339996,127.849998,128.880005,39087300,127.752417
6/11/2015,129.179993,130.179993,128.479996,128.589996,35390900,127.464946
6/12/2015,128.190002,128.330002,127.110001,127.169998,36886200,126.057372
6/15/2015,126.099998,127.239998,125.709999,126.919998,43988900,125.809559
6/16/2015,127.029999,127.849998,126.370003,127.599998,31494100,126.48361
6/17/2015,127.720001,127.879997,126.739998,127.300003,32918100,126.186239
6/18/2015,127.230003,128.309998,127.220001,127.879997,35407200,126.761159
6/19/2015,127.709999,127.82,126.400002,126.599998,54716900,125.492359
6/22/2015,127.489998,128.059998,127.080002,127.610001,34039300,126.493524
6/23/2015,127.480003,127.610001,126.879997,127.029999,30268900,125.918597
6/24/2015,127.209999,129.800003,127.120003,128.110001,55280900,126.98915
6/25/2015,128.860001,129.199997,127.5,127.5,31938100,126.384486
6/26/2015,127.669998,127.989998,126.510002,126.75,44066800,125.641048
6/29/2015,125.459999,126.470001,124.480003,124.529999,49161400,123.44047
6/30/2015,125.57,126.120003,124.860001,125.43,44370700,124.332597
7/1/2015,126.900002,126.940002,125.989998,126.599998,30238800,125.492359
7/2/2015,126.43,126.690002,125.769997,126.440002,27211000,125.333763
7/6/2015,124.940002,126.230003,124.849998,126,28060400,124.89761
7/7/2015,125.889999,126.150002,123.769997,125.690002,46946800,124.590325
7/8/2015,124.480003,124.639999,122.540001,122.57,60761600,121.497619
7/9/2015,123.849998,124.059998,119.220001,120.07,77821600,119.019492
7/10/2015,121.940002,123.849998,121.209999,123.279999,61354500,122.201406
7/13/2015,125.029999,125.760002,124.32,125.660004,41440500,124.560588
7/14/2015,126.040001,126.370003,125.040001,125.610001,31768100,124.511023
7/15/2015,125.720001,127.150002,125.580002,126.82,33649200,125.710435
7/16/2015,127.739998,128.570007,127.349998,128.509995,36222400,127.385644
7/17/2015,129.080002,129.619995,128.309998,129.619995,46164700,128.485933
7/20/2015,130.970001,132.970001,130.699997,132.070007,58900200,130.91451
7/21/2015,132.850006,132.919998,130.320007,130.75,76756400,129.606052
7/22/2015,121.989998,125.5,121.989998,125.220001,115450600,124.124435
7/23/2015,126.199997,127.089996,125.059998,125.160004,50999500,124.064963
7/24/2015,125.32,125.739998,123.900002,124.5,42162300,123.410734
7/27/2015,123.089996,123.610001,122.120003,122.769997,44455500,121.695866
7/28/2015,123.379997,123.910004,122.550003,123.379997,33618100,122.30053
7/29/2015,123.150002,123.5,122.269997,122.989998,37011700,121.913943
7/30/2015,122.32,122.57,121.709999,122.370003,33628300,121.299372
7/31/2015,122.599998,122.639999,120.910004,121.300003,42885000,120.238734
8/3/2015,121.5,122.57,117.519997,118.440002,69976000,117.403756
8/4/2015,117.419998,117.699997,113.25,114.639999,124138600,113.636999
8/5/2015,112.949997,117.440002,112.099998,115.400002,99312600,114.390352
8/6/2015,115.970001,116.5,114.120003,115.129997,52903000,114.639282
8/7/2015,114.580002,116.25,114.5,115.519997,38670400,115.027619
8/10/2015,116.529999,119.989998,116.529999,119.720001,54951600,119.209722
8/11/2015,117.809998,118.18,113.330002,113.489998,97082800,113.006273
8/12/2015,112.529999,115.419998,109.629997,115.239998,101217500,114.748814
8/13/2015,116.040001,116.400002,114.540001,115.150002,48535800,114.659201
8/14/2015,114.32,116.309998,114.010002,115.959999,42929500,115.465746
8/17/2015,116.040001,117.650002,115.5,117.160004,40884700,116.660636
8/18/2015,116.43,117.440002,116.010002,116.5,34560700,116.003446
8/19/2015,116.099998,116.519997,114.68,115.010002,47445700,114.519799
8/20/2015,114.080002,114.349998,111.629997,112.650002,68501600,112.169857
8/21/2015,110.43,111.900002,105.650002,105.760002,128275500,105.309225
8/24/2015,94.870003,108.800003,92,103.120003,162206300,102.680478
8/25/2015,111.110001,111.110001,103.5,103.739998,103601600,103.29783
8/26/2015,107.089996,109.889999,105.050003,109.690002,96774600,109.222474
8/27/2015,112.230003,113.239998,110.019997,112.919998,84616100,112.438703
8/28/2015,112.169998,113.309998,111.540001,113.290001,53164400,112.807129
8/31/2015,112.029999,114.529999,112,112.760002,56229300,112.279389
9/1/2015,110.150002,111.879997,107.360001,107.720001,76845900,107.26087
9/2/2015,110.230003,112.339996,109.129997,112.339996,61888800,111.861173
9/3/2015,112.489998,112.779999,110.040001,110.370003,53233900,109.899576
9/4/2015,108.970001,110.449997,108.510002,109.269997,49996300,108.804259
9/8/2015,111.75,112.559998,110.32,112.309998,54843600,111.831302
9/9/2015,113.760002,114.019997,109.769997,110.150002,85010800,109.680513
9/10/2015,110.269997,113.279999,109.900002,112.57,62892800,112.090196
9/11/2015,111.790001,114.209999,111.760002,114.209999,49915500,113.723205
9/14/2015,116.580002,116.889999,114.860001,115.309998,58363400,114.818515
9/15/2015,115.93,116.529999,114.419998,116.279999,43341200,115.784382
9/16/2015,116.25,116.540001,115.440002,116.410004,37173500,115.913833
9/17/2015,115.660004,116.489998,113.720001,113.919998,64112600,113.434441
9/18/2015,112.209999,114.300003,111.870003,113.449997,74285300,112.966443
9/21/2015,113.669998,115.370003,113.660004,115.209999,50222000,114.718943
9/22/2015,113.379997,114.18,112.519997,113.400002,50346200,112.91666
9/23/2015,113.629997,114.720001,113.300003,114.32,35756700,113.832737
9/24/2015,113.25,115.5,112.370003,115,50219500,114.509839
9/25/2015,116.440002,116.690002,114.019997,114.709999,56151900,114.221074
9/28/2015,113.849998,114.57,112.440002,112.440002,52109000,111.960753
9/29/2015,112.830002,113.510002,107.860001,109.059998,73365400,108.595155
9/30/2015,110.169998,111.540001,108.730003,110.300003,66473000,109.829875
10/1/2015,109.07,109.620003,107.309998,109.580002,63929100,109.112942
10/2/2015,108.010002,111.010002,107.550003,110.379997,58019800,109.909528
10/5/2015,109.879997,111.370003,109.07,110.779999,52064700,110.307825
10/6/2015,110.629997,111.739998,109.769997,111.309998,48857000,110.835564
10/7/2015,111.739998,111.769997,109.410004,110.779999,46765600,110.307825
10/8/2015,110.190002,110.190002,108.209999,109.5,61979600,109.033282
10/9/2015,110,112.279999,109.489998,112.120003,52766100,111.642117
10/12/2015,112.730003,112.75,111.440002,111.599998,30467200,111.124329
10/13/2015,110.82,112.449997,110.68,111.790001,33049300,111.313522
10/14/2015,111.290001,111.519997,109.559998,110.209999,44462400,109.740254
10/15/2015,110.93,112.099998,110.489998,111.860001,37673500,111.383223
10/16/2015,111.779999,112,110.529999,111.040001,38236300,110.566719
10/19/2015,110.800003,111.75,110.110001,111.730003,29759200,111.25378
10/20/2015,111.339996,114.169998,110.82,113.769997,48967800,113.285078
10/21/2015,114,115.580002,113.699997,113.760002,41795200,113.275126
10/22/2015,114.330002,115.5,114.099998,115.5,41654100,115.007708
10/23/2015,116.699997,119.230003,116.330002,119.080002,59366900,118.572451
10/26/2015,118.080002,118.129997,114.919998,115.279999,66333800,114.788644
10/27/2015,115.400002,116.540001,113.989998,114.550003,69884400,114.06176
10/28/2015,116.93,119.300003,116.059998,119.269997,85551400,118.761636
10/29/2015,118.699997,120.690002,118.269997,120.529999,51227300,120.016268
10/30/2015,120.989998,121.220001,119.449997,119.5,49365300,118.990659
11/2/2015,120.800003,121.360001,119.610001,121.18,32203300,120.663499
11/3/2015,120.790001,123.489998,120.699997,122.57,45519000,122.047573
11/4/2015,123.129997,123.82,121.620003,122,44886100,121.480003
11/5/2015,121.849998,122.690002,120.18,120.919998,39552700,120.919998
11/6/2015,121.110001,121.809998,120.620003,121.059998,33042300,121.059998
11/9/2015,120.959999,121.809998,120.050003,120.57,33871400,120.57
11/10/2015,116.900002,118.07,116.059998,116.769997,59127900,116.769997
11/11/2015,116.370003,117.419998,115.209999,116.110001,45218000,116.110001
11/12/2015,116.260002,116.82,115.650002,115.720001,32525600,115.720001
11/13/2015,115.199997,115.57,112.269997,112.339996,45812400,112.339996
11/16/2015,111.379997,114.239998,111,114.18,38106700,114.18
11/17/2015,114.919998,115.050003,113.32,113.690002,27616900,113.690002
11/18/2015,115.760002,117.489998,115.5,117.290001,46674700,117.290001
11/19/2015,117.639999,119.75,116.760002,118.779999,43295800,118.779999
11/20/2015,119.199997,119.919998,118.849998,119.300003,34287100,119.300003
11/23/2015,119.269997,119.730003,117.339996,117.75,32482500,117.75
11/24/2015,117.330002,119.349998,117.120003,118.879997,42803200,118.879997
11/25/2015,119.209999,119.230003,117.919998,118.029999,21388300,118.029999
11/27/2015,118.290001,118.410004,117.599998,117.809998,13023700,117.809998
11/30/2015,117.989998,119.410004,117.75,118.300003,37658700,118.300003
12/1/2015,118.75,118.809998,116.860001,117.339996,34701000,117.339996
12/2/2015,117.339996,118.110001,116.080002,116.279999,33199000,116.279999
12/3/2015,116.550003,116.790001,114.220001,115.199997,41476500,115.199997
12/4/2015,115.290001,119.25,115.110001,119.029999,56524700,119.029999
12/7/2015,118.980003,119.860001,117.809998,118.279999,31991200,118.279999
12/8/2015,117.519997,118.599998,116.860001,118.230003,34254500,118.230003
12/9/2015,117.639999,117.690002,115.080002,115.620003,45017700,115.620003
12/10/2015,116.040001,116.940002,115.510002,116.169998,29104200,116.169998
12/11/2015,115.190002,115.389999,112.849998,113.18,46640500,113.18
12/14/2015,112.18,112.68,109.790001,112.480003,64318700,112.480003
12/15/2015,111.940002,112.800003,110.349998,110.489998,52978100,110.489998
12/16/2015,111.07,111.989998,108.800003,111.339996,55996800,111.339996
12/17/2015,112.019997,112.25,108.980003,108.980003,44554400,108.980003
12/18/2015,108.910004,109.519997,105.809998,106.029999,95733800,106.029999
12/21/2015,107.279999,107.370003,105.57,107.330002,43690600,107.330002
12/22/2015,107.400002,107.720001,106.449997,107.230003,32692300,107.230003
12/23/2015,107.269997,108.849998,107.199997,108.610001,32468800,108.610001
12/24/2015,109,109,107.949997,108.029999,13570400,108.029999
12/28/2015,107.589996,107.690002,106.18,106.82,26586600,106.82
12/29/2015,106.959999,109.43,106.860001,108.739998,30848500,108.739998
12/30/2015,108.580002,108.699997,107.18,107.32,25110600,107.32
12/31/2015,107.010002,107.029999,104.82,105.260002,40635300,105.260002
